data_instance,max_path,max_edge,time
IEEE118_P_1.05_72,23,3,84.481
IEEE118_P_1.05_72,23,5,82.501
IEEE118_P_1.05_72,23,7,81.769
IEEE118_P_1.05_73,23,3,115.284
IEEE118_P_1.05_73,23,5,80.66
IEEE118_P_1.05_73,23,7,73.186
IEEE118_P_1.05_74,23,3,47.194
IEEE118_P_1.05_74,23,5,42.373
IEEE118_P_1.05_74,23,7,43.215
IEEE118_P_1.05_75,23,3,85.481
IEEE118_P_1.05_75,23,5,82.437
IEEE118_P_1.05_75,23,7,81.943
IEEE118_P_1.05_76,23,3,47.68
IEEE118_P_1.05_76,23,5,43.118
IEEE118_P_1.05_76,23,7,42.903
IEEE118_P_1.05_77,23,3,42.053
IEEE118_P_1.05_77,23,5,37.139
IEEE118_P_1.05_77,23,7,37.922
IEEE118_P_1.05_78,23,3,43.943
IEEE118_P_1.05_78,23,5,39.775
IEEE118_P_1.05_78,23,7,39.444
IEEE118_P_1.05_79,23,3,50.369
IEEE118_P_1.05_79,23,5,45.45
IEEE118_P_1.05_79,23,7,43.228
IEEE118_P_1.05_80,23,3,92.15
IEEE118_P_1.05_80,23,5,87.138
IEEE118_P_1.05_80,23,7,87.463
IEEE118_P_1.05_81,23,3,85.999
IEEE118_P_1.05_81,23,5,83.549
IEEE118_P_1.05_81,23,7,82.992
IEEE118_P_1.05_82,23,3,86.43
IEEE118_P_1.05_82,23,5,83.219
IEEE118_P_1.05_82,23,7,83.15
IEEE118_P_1.05_83,23,3,52.893
IEEE118_P_1.05_83,23,5,46.592
IEEE118_P_1.05_83,23,7,44.374
IEEE118_P_1.05_84,23,3,87.334
IEEE118_P_1.05_84,23,5,84.381
IEEE118_P_1.05_84,23,7,84.994
IEEE118_P_1.05_85,23,3,47.76
IEEE118_P_1.05_85,23,5,43.577
IEEE118_P_1.05_85,23,7,43.406
IEEE118_P_1.05_86,23,3,85.483
IEEE118_P_1.05_86,23,5,82.441
IEEE118_P_1.05_86,23,7,81.854
IEEE118_P_1.05_87,23,3,86.104
IEEE118_P_1.05_87,23,5,82.7
IEEE118_P_1.05_87,23,7,82.167
IEEE118_P_1.05_88,23,3,86.57
IEEE118_P_1.05_88,23,5,81.65
IEEE118_P_1.05_88,23,7,81.964
IEEE118_P_1.05_89,23,3,92.667
IEEE118_P_1.05_89,23,5,91.028
IEEE118_P_1.05_89,23,7,87.984
IEEE118_P_1.05_90,23,3,88.573
IEEE118_P_1.05_90,23,5,84.213
IEEE118_P_1.05_90,23,7,84.738
IEEE118_P_1.05_91,23,3,86.307
IEEE118_P_1.05_91,23,5,82.161
IEEE118_P_1.05_91,23,7,82.907
IEEE118_P_1.05_92,23,3,89.943
IEEE118_P_1.05_92,23,5,85.694
IEEE118_P_1.05_92,23,7,86.171
IEEE118_P_1.05_93,23,3,36.518
IEEE118_P_1.05_93,23,5,32.552
IEEE118_P_1.05_93,23,7,32.648
IEEE118_P_1.05_94,23,3,41.588
IEEE118_P_1.05_94,23,5,38.177
IEEE118_P_1.05_94,23,7,38.349
IEEE118_P_1.05_95,23,3,86.704
IEEE118_P_1.05_95,23,5,83.378
IEEE118_P_1.05_95,23,7,83.882
IEEE118_P_1.05_96,23,3,43.717
IEEE118_P_1.05_96,23,5,40.555
IEEE118_P_1.05_96,23,7,41.701
IEEE118_P_1.05_97,23,3,93.1
IEEE118_P_1.05_97,23,5,85.009
IEEE118_P_1.05_97,23,7,85.634
IEEE118_P_1.05_98,23,3,87.255
IEEE118_P_1.05_98,23,5,82.953
IEEE118_P_1.05_98,23,7,83.246
IEEE118_P_1.05_99,23,3,79.283
IEEE118_P_1.05_99,23,5,68.552
IEEE118_P_1.05_99,23,7,67.313
IEEE118_P_1.05_100,23,3,89.82
IEEE118_P_1.05_100,23,5,86.456
IEEE118_P_1.05_100,23,7,87.054
