data_instance,card,sol_status,obj_val,obj_bound,gap,time,num_open
IEEE300_P_100_13,25,OPTIMAL,39387.62169880789,39384.11733457467,8.897120674139824e-5,248.37961387634277,25.0
IEEE300_P_100_14,10,TIME_LIMIT,41433.37648741516,40971.59403081237,0.011145180425810877,3600.033863067627,10.0
IEEE300_P_100_14,15,TIME_LIMIT,40400.352037733406,40279.140957921,0.003000248109204478,3600.0780925750732,15.0
IEEE300_P_100_14,20,TIME_LIMIT,40287.45334244858,40279.14095792052,0.00020632687942324533,3600.0335750579834,20.0
IEEE300_P_100_14,25,TIME_LIMIT,40286.95335553076,40279.14095792034,0.0001939187990085494,3600.0318145751953,25.0
IEEE300_P_100_15,10,TIME_LIMIT,42798.87887335439,42219.16850546516,0.013544989568643709,3600.0566082000732,10.0
IEEE300_P_100_15,15,TIME_LIMIT,41855.80898090543,41715.79885536413,0.0033450584028890235,3600.047996520996,15.0
IEEE300_P_100_15,20,TIME_LIMIT,41741.1265722396,41715.798855363726,0.0006067808647195633,3600.03338432312,20.000000000011255
IEEE300_P_100_15,25,TIME_LIMIT,41741.12243313299,41715.79885536367,0.0006066817635267461,3600.032985687256,25.00000000001137
IEEE300_P_100_16,10,TIME_LIMIT,41504.2861819448,41092.33669470057,0.009925468551328476,3600.102071762085,10.0
IEEE300_P_100_16,15,TIME_LIMIT,40663.289925868616,40535.834708876064,0.003134404944236181,3600.041732788086,15.0
IEEE300_P_100_16,20,TIME_LIMIT,40550.29691179865,40535.83470887582,0.0003566485087468249,3600.0796699523926,20.0
IEEE300_P_100_16,25,TIME_LIMIT,40548.78228885709,40535.83470887595,0.0003193087252018111,3600.048309326172,25.0
IEEE300_P_100_17,10,TIME_LIMIT,41113.52320670874,40642.481422754805,0.011457100905355493,3600.048698425293,10.0
IEEE300_P_100_17,15,TIME_LIMIT,40093.01036558981,39959.660098886176,0.003326022802670023,3600.0333099365234,15.0
IEEE300_P_100_17,20,OPTIMAL,39970.32089643793,39967.575161320434,6.869434760382217e-5,889.5118465423584,20.0
IEEE300_P_100_17,25,TIME_LIMIT,39970.50350022148,39959.66009888592,0.0002712850823982758,3600.0529041290283,25.0
IEEE300_P_100_18,10,TIME_LIMIT,40256.1970404827,39710.24879733959,0.013561843474536098,3600.1195220947266,10.0
IEEE300_P_100_18,15,TIME_LIMIT,39343.62324210522,39219.756350683034,0.0031483346274428525,3600.057762145996,15.0
IEEE300_P_100_18,20,TIME_LIMIT,39253.25975770703,39233.351846304315,0.0005071658131221324,3600.0266189575195,20.0
IEEE300_P_100_18,25,TIME_LIMIT,39244.06123316247,39189.79218801699,0.0013828600669806475,3600.036853790283,24.999999809457563
IEEE300_P_100_19,10,TIME_LIMIT,41205.453055528036,40787.08858624687,0.010153133584464692,3600.059139251709,10.0
IEEE300_P_100_19,15,TIME_LIMIT,40188.693597388134,39967.856701507524,0.005495000611190848,3600.0314769744873,15.0
IEEE300_P_100_19,20,TIME_LIMIT,40051.99248886725,39967.85670150739,0.002100664214976065,3600.0385932922363,20.0
IEEE300_P_100_19,25,TIME_LIMIT,40040.871516625426,39967.85670150731,0.0018235071403926938,3600.044610977173,25.0
IEEE300_P_100_20,10,TIME_LIMIT,41612.84743403917,41051.86338588335,0.013481030084399782,3600.1214637756348,10.0
IEEE300_P_100_20,15,TIME_LIMIT,40705.10296147701,40467.059162301084,0.00584800877180454,3600.029224395752,15.0
IEEE300_P_100_20,20,TIME_LIMIT,40548.15407369502,38755.95411450901,0.04419929834361237,3600.0409297943115,20.0
IEEE300_P_100_20,25,OPTIMAL,40498.161119015575,40496.4531286952,4.2174515414617256e-5,196.28019905090332,24.0
